IDENTITAS,UMUR,JENIS_KELAMIN,PENGALAMAN_MENGEMUDI,PENDIDIKAN,PENGHASILAN,SKOR_KREDIT,PEMILIK_KENDARAAN,TAHUN_PRODUKSI,STATUS,ANAK,KODE_POS,KM_PER_TAHUN,JENIS_KENDARAAN,TILANG_NGEBUT,TILANG_MABUK,KECELAKAAN_SEBELUMNYA,KLAIM
162303,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6215140656050815,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
425445,antara 25-40 tahun,perempuan,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.3219214290801678,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,1,0,1,tidak
665093,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6660169385061697,ya,sebelum 2020,menikah,ada,32765,9000.0,keluarga,7,1,0,tidak
127455,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,,tidak,sebelum 2020,belum menikah,ada,32765,12000.0,keluarga,2,0,0,tidak
24977,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.132881119448434,ya,sebelum 2020,belum menikah,tidak ada,32765,11000.0,keluarga,0,0,0,ya
906776,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5389030722256323,ya,sebelum 2020,menikah,tidak ada,32765,6000.0,keluarga,1,0,1,tidak
679945,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5522640227216978,ya,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,tidak
745764,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,0,0,0,ya
441427,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2290155256624907,tidak,sebelum 2020,menikah,tidak ada,32765,13000.0,keluarga,0,0,0,ya
113390,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 1-2x UMR,,ya,sebelum 2020,belum menikah,ada,21217,15000.0,keluarga,0,1,0,ya
757285,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.478717087520263,ya,sebelum 2020,menikah,tidak ada,10238,14000.0,keluarga,2,0,0,tidak
929532,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4778462941216112,tidak,sebelum 2020,menikah,ada,32765,7000.0,keluarga,6,2,3,ya
711782,lebih dari 65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
427048,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6566734374738987,ya,setelah 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,1,tidak
552585,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6101737664890186,ya,sebelum 2020,menikah,tidak ada,10238,9000.0,keluarga,0,0,0,tidak
671756,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.515197471464652,ya,setelah 2020,menikah,ada,32765,10000.0,sport,7,0,1,tidak
870832,antara 40-65 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6581886010947601,ya,setelah 2020,menikah,ada,32765,10000.0,keluarga,0,0,0,tidak
894644,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 1-2x UMR,0.5030333670825582,ya,sebelum 2020,menikah,ada,10238,,keluarga,0,0,0,ya
594948,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6831889740174596,ya,setelah 2020,menikah,ada,10238,13000.0,keluarga,5,0,2,tidak
816776,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6616702922734885,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,1,0,1,tidak
212863,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4949959840087744,ya,sebelum 2020,menikah,ada,21217,10000.0,sport,2,0,0,ya
30802,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5902500669549591,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,0,0,0,tidak
280788,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5184407641921249,tidak,sebelum 2020,menikah,tidak ada,10238,16000.0,keluarga,0,0,0,ya
502421,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6618255641921521,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,2,0,0,tidak
772803,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5214787704332866,ya,setelah 2020,belum menikah,ada,32765,9000.0,keluarga,0,0,0,ya
498020,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.6064851062892352,ya,setelah 2020,menikah,ada,10238,12000.0,keluarga,3,3,0,tidak
262959,antara 40-65 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4626937365539586,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
568672,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.5923441394404004,ya,setelah 2020,menikah,ada,10238,,keluarga,1,1,6,tidak
826315,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.3421790283330124,tidak,sebelum 2020,menikah,ada,10238,12000.0,keluarga,0,0,0,ya
950796,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6451115359858628,tidak,setelah 2020,menikah,ada,10238,9000.0,keluarga,1,0,2,tidak
961602,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.2347600240130202,ya,sebelum 2020,belum menikah,ada,92101,11000.0,keluarga,0,0,0,ya
676952,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5548795032659856,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,0,0,1,tidak
325771,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
604631,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6569867760775172,tidak,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
620243,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.4873628706992316,ya,sebelum 2020,menikah,ada,10238,13000.0,keluarga,5,4,9,tidak
197062,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.4397448439215724,ya,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
684675,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4889853482282478,tidak,sebelum 2020,belum menikah,tidak ada,32765,14000.0,keluarga,0,0,0,ya
704595,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,8000.0,keluarga,3,1,0,tidak
955335,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.1342465210434547,tidak,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,0,ya
966856,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.6620563984361967,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
726115,lebih dari 65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6388076527644454,ya,sebelum 2020,menikah,ada,10238,,keluarga,2,0,2,tidak
434335,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.1952385586730968,ya,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,tidak
113572,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5043595216849033,ya,sebelum 2020,belum menikah,tidak ada,21217,,keluarga,0,0,0,ya
576674,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5204321839955373,ya,sebelum 2020,menikah,ada,32765,5000.0,keluarga,10,0,2,ya
646269,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6280267944003208,ya,sebelum 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,ya
828634,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6278036899751401,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,1,0,0,tidak
64396,antara 40-65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5516997777782384,tidak,sebelum 2020,belum menikah,ada,32765,8000.0,keluarga,6,3,2,tidak
272702,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5876650860713116,ya,setelah 2020,menikah,ada,32765,9000.0,sport,5,0,1,tidak
142738,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.4959789450418574,tidak,setelah 2020,belum menikah,tidak ada,10238,14000.0,keluarga,0,0,1,tidak
443924,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,antara 2-3x UMR,0.6194277985355704,tidak,sebelum 2020,menikah,ada,10238,8000.0,keluarga,6,1,6,tidak
455460,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5698551276345389,ya,setelah 2020,menikah,tidak ada,10238,11000.0,keluarga,0,0,0,tidak
361974,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,,ya,sebelum 2020,menikah,ada,10238,,keluarga,3,1,3,tidak
465027,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.6203497881260543,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,3,0,2,tidak
103197,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,kurang dari UMR,0.4202483308878989,tidak,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
836392,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.4387977406627773,tidak,sebelum 2020,belum menikah,ada,32765,9000.0,keluarga,3,1,0,ya
959773,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3465845850840072,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
117006,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.7472307451362703,ya,setelah 2020,belum menikah,ada,21217,11000.0,keluarga,0,0,0,ya
436146,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5611425361739292,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,3,1,3,tidak
502873,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5195575514701699,ya,sebelum 2020,belum menikah,tidak ada,32765,10000.0,keluarga,0,0,0,tidak
431519,antara 40-65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.8255494416904662,tidak,setelah 2020,menikah,ada,10238,12000.0,keluarga,2,1,0,tidak
611942,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5505940925339683,tidak,setelah 2020,menikah,ada,10238,6000.0,keluarga,2,0,6,tidak
196685,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3432657809296802,tidak,sebelum 2020,belum menikah,tidak ada,92101,14000.0,keluarga,0,0,0,tidak
425719,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.3655393332307893,ya,setelah 2020,belum menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
797595,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.4566316734496904,tidak,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
280427,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.1529047455785444,ya,sebelum 2020,belum menikah,ada,10238,,keluarga,0,0,0,ya
754878,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,3,0,1,tidak
141111,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5059066956176601,tidak,sebelum 2020,menikah,ada,10238,4000.0,keluarga,0,0,0,ya
243870,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3984239777077409,tidak,sebelum 2020,menikah,ada,10238,6000.0,keluarga,0,0,1,tidak
126096,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.5894011677961919,ya,sebelum 2020,menikah,ada,21217,5000.0,keluarga,0,0,0,ya
777893,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4658956886530882,ya,setelah 2020,belum menikah,ada,10238,,keluarga,4,1,3,tidak
963043,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,kurang dari UMR,0.4406622750365697,ya,sebelum 2020,belum menikah,tidak ada,10238,12000.0,keluarga,0,0,2,tidak
147362,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3443427869982636,ya,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
941328,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.3758981606207664,ya,setelah 2020,belum menikah,tidak ada,10238,13000.0,keluarga,1,0,1,tidak
428377,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.5341854066381309,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,3,0,1,tidak
300461,antara 40-65 tahun,perempuan,antara 20-30 tahun,tidak ada,antara 2-3x UMR,0.5199374755302306,ya,sebelum 2020,belum menikah,tidak ada,10238,13000.0,keluarga,2,0,0,tidak
249053,antara 40-65 tahun,perempuan,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.6122110138477542,ya,setelah 2020,belum menikah,ada,32765,6000.0,keluarga,0,0,0,tidak
21746,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 2-3x UMR,0.4524536326300834,ya,sebelum 2020,menikah,ada,10238,12000.0,keluarga,1,0,0,tidak
280133,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5632326874189856,tidak,sebelum 2020,menikah,ada,10238,11000.0,keluarga,1,2,0,tidak
334193,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,tidak ada,10238,10000.0,keluarga,1,0,0,tidak
602208,lebih dari 65 tahun,perempuan,kurang dari 10 tahun,SMA,lebih dari 3x UMR,0.6188603877430212,ya,setelah 2020,menikah,ada,32765,,keluarga,0,0,0,tidak
634309,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,antara 1-2x UMR,0.2072769053354858,ya,sebelum 2020,menikah,ada,10238,,keluarga,4,0,4,ya
90227,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.3093748058864526,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,tidak
706833,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,,tidak,sebelum 2020,belum menikah,ada,10238,13000.0,keluarga,0,0,0,ya
697129,antara 40-65 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5127685822149168,ya,sebelum 2020,belum menikah,tidak ada,10238,15000.0,keluarga,0,0,0,ya
185905,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,kurang dari UMR,0.4480598377541555,ya,sebelum 2020,belum menikah,ada,10238,15000.0,keluarga,1,0,1,tidak
235880,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5837447823245655,ya,setelah 2020,menikah,ada,32765,7000.0,keluarga,7,3,1,tidak
193311,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.4619364619995056,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,2,0,0,tidak
302006,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,lebih dari 3x UMR,0.614557827125036,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,2,0,0,tidak
449353,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.3484416080159446,ya,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,ya
158794,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4379113324577937,ya,sebelum 2020,menikah,ada,32765,16000.0,keluarga,0,0,0,ya
161694,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.4129767799268769,tidak,sebelum 2020,belum menikah,tidak ada,10238,17000.0,keluarga,0,0,0,ya
888859,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4557132194752298,ya,setelah 2020,menikah,tidak ada,10238,13000.0,keluarga,3,0,1,tidak
276362,antara 40-65 tahun,laki-laki,antara 20-30 tahun,tidak ada,antara 2-3x UMR,,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,3,1,4,tidak
723998,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.4103206508687377,ya,sebelum 2020,menikah,ada,32765,10000.0,keluarga,4,1,0,ya
599086,lebih dari 65 tahun,laki-laki,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.7512264246202771,ya,setelah 2020,belum menikah,ada,10238,16000.0,keluarga,0,0,0,tidak
118367,lebih dari 65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5945300649371015,ya,setelah 2020,menikah,ada,10238,,keluarga,1,1,4,tidak
597837,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3753076504602436,ya,sebelum 2020,belum menikah,tidak ada,10238,14000.0,keluarga,1,2,3,tidak
204181,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.6220425478140679,ya,setelah 2020,belum menikah,ada,10238,11000.0,keluarga,3,0,6,tidak
357938,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7081143884739117,ya,setelah 2020,menikah,ada,10238,9000.0,keluarga,2,0,1,tidak
648596,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.542158167144009,ya,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,tidak
658335,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.4768263725093603,ya,sebelum 2020,menikah,tidak ada,10238,13000.0,keluarga,0,0,0,tidak
386720,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.4289344307831929,tidak,sebelum 2020,belum menikah,tidak ada,10238,11000.0,sport,0,0,0,ya
209117,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.5836102270313487,ya,sebelum 2020,menikah,ada,92101,11000.0,keluarga,0,0,0,tidak
776288,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.4274735451571933,tidak,setelah 2020,menikah,ada,10238,9000.0,keluarga,1,0,2,tidak
310896,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.3412134704538641,tidak,sebelum 2020,belum menikah,tidak ada,10238,11000.0,keluarga,0,0,2,ya
237716,antara 25-40 tahun,perempuan,kurang dari 10 tahun,tidak ada,lebih dari 3x UMR,0.8194194033510579,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
107578,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.289760227971455,tidak,sebelum 2020,belum menikah,ada,10238,14000.0,keluarga,0,0,0,ya
48440,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.2672586416644495,tidak,sebelum 2020,menikah,ada,32765,7000.0,keluarga,4,0,2,ya
753750,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.481660460220477,ya,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,8,0,0,tidak
295280,lebih dari 65 tahun,laki-laki,kurang dari 10 tahun,universitas,lebih dari 3x UMR,0.7342960185997135,tidak,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,ya
279812,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.6765079490117237,ya,sebelum 2020,menikah,ada,32765,8000.0,keluarga,4,5,6,tidak
180870,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5915072906372144,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,2,tidak
820484,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6690586847270685,ya,setelah 2020,menikah,ada,10238,14000.0,keluarga,3,1,1,tidak
965945,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.2993852450184929,tidak,sebelum 2020,belum menikah,tidak ada,32765,,keluarga,0,0,0,ya
780787,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.6931513030630937,ya,setelah 2020,belum menikah,ada,10238,12000.0,keluarga,0,2,3,tidak
689196,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.636867176141497,tidak,sebelum 2020,menikah,ada,21217,13000.0,keluarga,0,0,0,ya
352448,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,antara 1-2x UMR,0.6346275060849624,ya,sebelum 2020,menikah,ada,10238,10000.0,keluarga,3,0,2,tidak
359367,antara 25-40 tahun,laki-laki,antara 10-20 tahun,universitas,antara 2-3x UMR,0.5417905219674991,ya,sebelum 2020,menikah,ada,10238,9000.0,keluarga,1,0,1,tidak
540977,antara 25-40 tahun,perempuan,antara 10-20 tahun,universitas,lebih dari 3x UMR,0.674254143860007,ya,setelah 2020,belum menikah,ada,10238,7000.0,keluarga,2,0,0,tidak
660616,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.3590617023108921,ya,sebelum 2020,menikah,ada,10238,8000.0,keluarga,0,0,0,tidak
180587,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,SMA,kurang dari UMR,0.360042878991249,tidak,sebelum 2020,belum menikah,ada,10238,17000.0,keluarga,0,0,0,ya
302978,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.7073807601666705,ya,setelah 2020,menikah,ada,32765,8000.0,keluarga,4,0,1,tidak
842781,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.7130791317570622,ya,sebelum 2020,belum menikah,ada,10238,10000.0,keluarga,3,0,1,tidak
346076,kurang dari 25 tahun,perempuan,kurang dari 10 tahun,universitas,antara 2-3x UMR,0.5406161317274277,ya,sebelum 2020,belum menikah,ada,10238,12000.0,keluarga,0,0,0,ya
643847,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.5605274566968791,ya,setelah 2020,belum menikah,ada,32765,10000.0,keluarga,4,1,2,tidak
541183,antara 25-40 tahun,perempuan,antara 10-20 tahun,SMA,antara 1-2x UMR,0.508515717330417,tidak,setelah 2020,belum menikah,ada,10238,9000.0,keluarga,0,0,1,tidak
81474,antara 25-40 tahun,perempuan,kurang dari 10 tahun,SMA,antara 2-3x UMR,0.5891423791815076,tidak,setelah 2020,menikah,ada,10238,10000.0,keluarga,0,0,0,tidak
424219,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,0.5853603535113396,tidak,sebelum 2020,menikah,ada,10238,9000.0,keluarga,1,0,5,tidak
464241,lebih dari 65 tahun,laki-laki,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.3317126596291948,ya,sebelum 2020,menikah,ada,10238,10000.0,sport,5,0,3,tidak
509238,antara 40-65 tahun,perempuan,kurang dari 10 tahun,SMA,antara 1-2x UMR,0.5590702903683684,tidak,sebelum 2020,belum menikah,ada,32765,11000.0,keluarga,0,0,0,ya
56549,antara 40-65 tahun,perempuan,antara 20-30 tahun,SMA,lebih dari 3x UMR,0.5223910921912841,ya,sebelum 2020,menikah,ada,32765,4000.0,keluarga,5,0,0,tidak
896253,antara 40-65 tahun,laki-laki,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.4360174612631199,ya,sebelum 2020,belum menikah,tidak ada,32765,11000.0,keluarga,7,3,1,tidak
387154,antara 40-65 tahun,laki-laki,antara 10-20 tahun,SMA,lebih dari 3x UMR,,ya,setelah 2020,menikah,ada,32765,9000.0,sport,3,0,3,tidak
696459,antara 25-40 tahun,laki-laki,antara 10-20 tahun,tidak ada,kurang dari UMR,0.1986688491150986,ya,sebelum 2020,belum menikah,tidak ada,10238,18000.0,keluarga,0,0,0,tidak
821082,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,universitas,lebih dari 3x UMR,0.7404954552119138,ya,setelah 2020,menikah,ada,10238,10000.0,keluarga,7,0,3,tidak
811607,antara 25-40 tahun,laki-laki,antara 10-20 tahun,SMA,antara 2-3x UMR,,ya,sebelum 2020,belum menikah,tidak ada,32765,15000.0,keluarga,2,0,2,ya
330576,antara 25-40 tahun,laki-laki,kurang dari 10 tahun,tidak ada,lebih dari 3x UMR,0.4486733405374232,ya,setelah 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
397069,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,kurang dari UMR,0.2474479455051233,tidak,sebelum 2020,belum menikah,tidak ada,10238,,keluarga,0,0,0,ya
178343,lebih dari 65 tahun,laki-laki,lebih dari 30 tahun,tidak ada,antara 1-2x UMR,0.3483040632933534,ya,sebelum 2020,belum menikah,ada,10238,11000.0,keluarga,3,2,4,tidak
249580,lebih dari 65 tahun,perempuan,lebih dari 30 tahun,SMA,lebih dari 3x UMR,0.6499923034488538,ya,setelah 2020,belum menikah,ada,32765,16000.0,keluarga,2,1,0,tidak
145134,antara 40-65 tahun,perempuan,antara 20-30 tahun,universitas,lebih dari 3x UMR,0.5701310569787049,ya,sebelum 2020,belum menikah,ada,32765,,keluarga,1,0,2,tidak
191471,kurang dari 25 tahun,laki-laki,kurang dari 10 tahun,tidak ada,antara 1-2x UMR,0.2304479256816975,ya,sebelum 2020,menikah,ada,10238,11000.0,keluarga,0,0,0,tidak
