UMUR,PEKERJAAN,STATUS_PERKAWINAN,PENDIDIKAN,KREDIT_RUMAH,PINJAMAN,MENGHUBUNGI_DENGAN,LAMA_BICARA,JUMLAH_KONTAK_SEKARANG,JUMLAH_KONTAK_SEBELUMNYA,HASIL_SEBELUMNYA,DEPOSITO
38,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,236,1,1,sukses,belum
34,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,136,1,1,gagal,sukses
42,karyawan,menikah,lulus universitas,ya,tidak ada,HP,436,1,1,sukses,sukses
32,teknisi,menikah,lulus SMA,tidak,ada,HP,112,4,1,gagal,belum
43,teknisi,menikah,tidak lulus SD,ya,tidak ada,telepon rumah,1388,7,1,gagal,belum
33,administrasi,lajang,lulus universitas,ya,ada,telepon rumah,109,1,2,gagal,belum
38,administrasi,lajang,lulus SMA,ya,tidak ada,HP,74,2,1,gagal,belum
48,buruh,menikah,lulus SMA,tidak,tidak ada,HP,407,2,1,sukses,belum
48,pelayan,cerai,lulus SMA,tidak,tidak ada,HP,715,1,1,gagal,belum
45,buruh,lajang,lulus SMP,tidak,tidak ada,HP,150,1,2,sukses,belum
52,teknisi,menikah,lulus diploma,ya,tidak ada,telepon rumah,332,2,1,sukses,belum
32,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,96,1,3,gagal,belum
26,mahasiswa,lajang,lulus diploma,ya,tidak ada,HP,176,2,1,gagal,sukses
56,teknisi,menikah,lulus diploma,ya,tidak ada,HP,207,2,1,sukses,sukses
38,pelayan,cerai,lulus SMA,ya,tidak ada,HP,52,2,1,gagal,belum
55,administrasi,cerai,lulus universitas,ya,tidak ada,HP,628,1,1,gagal,belum
61,buruh,menikah,lulus SD,ya,ada,HP,403,1,2,sukses,sukses
29,teknisi,cerai,lulus diploma,tidak,tidak ada,HP,55,1,1,gagal,belum
49,administrasi,menikah,lulus SD,ya,tidak ada,HP,805,2,1,gagal,sukses
38,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,518,2,1,gagal,belum
80,PRT,menikah,tidak lulus SD,ya,ada,HP,232,1,1,sukses,sukses
62,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,68,1,1,gagal,belum
58,administrasi,menikah,lulus SMA,ya,tidak ada,HP,309,1,1,sukses,sukses
24,mahasiswa,lajang,lulus SMA,ya,ada,HP,44,1,1,gagal,belum
31,teknisi,cerai,lulus diploma,ya,tidak ada,HP,310,2,1,gagal,sukses
48,administrasi,menikah,lulus universitas,ya,tidak ada,HP,159,1,3,sukses,sukses
28,pengangguran,lajang,lulus SMA,ya,tidak ada,HP,94,3,3,sukses,belum
30,administrasi,lajang,lulus SMA,tidak,tidak ada,telepon rumah,18,1,1,sukses,belum
24,pelayan,lajang,lulus SMA,tidak,ada,HP,91,1,1,gagal,belum
34,buruh,menikah,lulus diploma,ya,tidak ada,HP,406,4,1,gagal,belum
35,karyawan,menikah,lulus universitas,ya,ada,telepon rumah,165,1,1,gagal,belum
49,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,163,1,1,gagal,belum
44,wiraswasta,cerai,lulus universitas,ya,tidak ada,HP,580,1,1,gagal,belum
30,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,520,3,1,gagal,belum
32,pelayan,menikah,lulus SMA,ya,tidak ada,HP,74,1,1,sukses,belum
51,pelayan,cerai,lulus SMA,tidak,tidak ada,HP,119,1,1,gagal,belum
29,administrasi,menikah,lulus universitas,ya,tidak ada,HP,11,4,1,sukses,belum
37,buruh,menikah,tidak lulus SD,ya,ada,HP,17,6,1,gagal,belum
20,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,532,1,1,gagal,sukses
28,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,133,4,1,gagal,belum
25,buruh,lajang,lulus SMP,tidak,tidak ada,HP,92,1,2,gagal,belum
59,karyawan,menikah,lulus universitas,ya,tidak ada,HP,328,2,1,sukses,sukses
46,karyawan,menikah,lulus universitas,ya,ada,HP,84,3,1,gagal,belum
31,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,262,5,3,sukses,sukses
46,administrasi,menikah,lulus SMP,tidak,tidak ada,HP,349,2,1,gagal,belum
36,freelance,menikah,lulus SMP,ya,tidak ada,HP,313,1,1,gagal,belum
40,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,181,1,1,gagal,belum
30,teknisi,lajang,lulus SMP,tidak,tidak ada,HP,93,1,1,sukses,belum
41,PRT,menikah,lulus SD,ya,tidak ada,HP,223,4,1,gagal,belum
31,buruh,lajang,lulus SMA,ya,tidak ada,HP,197,1,1,gagal,belum
36,buruh,lajang,lulus universitas,ya,tidak ada,HP,85,2,1,gagal,belum
57,pensiunan,cerai,lulus universitas,tidak,tidak ada,HP,46,6,1,gagal,belum
29,freelance,lajang,lulus diploma,ya,tidak ada,HP,774,2,1,gagal,sukses
60,administrasi,cerai,lulus SMA,ya,tidak ada,HP,99,1,1,gagal,belum
30,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,219,3,1,sukses,sukses
54,teknisi,menikah,lulus SMA,ya,tidak ada,HP,82,1,1,gagal,belum
59,administrasi,menikah,lulus universitas,tidak,ada,HP,193,1,1,sukses,sukses
48,pelayan,cerai,lulus SMA,tidak,tidak ada,HP,235,2,1,gagal,belum
71,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,137,1,1,gagal,sukses
29,buruh,lajang,lulus SMP,ya,tidak ada,HP,528,1,1,gagal,belum
44,buruh,menikah,lulus SMP,ya,tidak ada,HP,574,1,1,gagal,sukses
54,freelance,menikah,lulus universitas,ya,tidak ada,HP,72,4,1,gagal,belum
45,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,335,2,1,gagal,belum
34,karyawan,menikah,lulus universitas,ya,tidak ada,telepon rumah,283,3,1,gagal,belum
57,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,486,2,1,gagal,belum
43,buruh,menikah,lulus SMP,ya,tidak ada,HP,352,1,1,gagal,belum
30,pelayan,lajang,lulus SMA,ya,tidak ada,HP,405,1,3,gagal,belum
34,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,271,1,1,gagal,belum
54,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,49,2,1,gagal,belum
33,teknisi,lajang,lulus universitas,tidak,tidak ada,telepon rumah,293,5,1,gagal,belum
32,wiraswasta,menikah,lulus universitas,ya,ada,telepon rumah,249,1,1,gagal,belum
28,karyawan,lajang,lulus SMP,ya,tidak ada,HP,106,1,1,gagal,belum
56,administrasi,lajang,lulus universitas,ya,tidak ada,HP,382,1,1,gagal,belum
43,pelayan,cerai,lulus diploma,tidak,tidak ada,HP,108,6,1,gagal,belum
32,buruh,menikah,lulus SD,ya,ada,HP,205,2,1,gagal,belum
26,karyawan,lajang,lulus universitas,ya,tidak ada,HP,114,1,1,sukses,belum
33,teknisi,menikah,lulus diploma,tidak,ada,HP,404,1,1,gagal,sukses
30,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,177,1,1,sukses,belum
68,pensiunan,cerai,lulus SMA,ya,ada,HP,567,1,1,sukses,sukses
35,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,281,2,1,gagal,belum
40,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,192,4,1,gagal,belum
33,administrasi,lajang,lulus SMA,ya,tidak ada,HP,191,1,2,gagal,belum
24,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,112,2,2,sukses,belum
36,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,108,6,1,gagal,belum
30,administrasi,lajang,lulus SMA,ya,tidak ada,HP,144,1,1,gagal,belum
29,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,86,2,1,gagal,belum
54,pelayan,lajang,lulus SD,tidak,tidak ada,HP,984,1,1,gagal,belum
67,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,341,2,1,sukses,sukses
33,buruh,menikah,lulus SMP,tidak,ada,HP,54,2,1,gagal,belum
37,karyawan,menikah,lulus universitas,ya,tidak ada,HP,13,4,1,gagal,belum
49,buruh,menikah,lulus SMP,ya,tidak ada,HP,105,1,1,gagal,belum
35,karyawan,lajang,lulus SMA,ya,tidak ada,HP,345,2,1,gagal,belum
34,buruh,menikah,lulus SMP,ya,tidak ada,telepon rumah,1353,2,1,sukses,sukses
26,mahasiswa,lajang,lulus SMA,ya,tidak ada,HP,277,2,1,gagal,belum
49,administrasi,cerai,lulus SMA,tidak,tidak ada,HP,128,3,1,gagal,belum
50,administrasi,menikah,lulus universitas,ya,tidak ada,HP,176,2,3,sukses,sukses
37,freelance,menikah,lulus diploma,ya,ada,HP,1024,1,1,sukses,sukses
79,pensiunan,menikah,lulus SMP,tidak,tidak ada,HP,181,1,1,gagal,sukses
35,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,951,2,1,sukses,sukses
31,teknisi,lajang,lulus universitas,tidak,tidak ada,HP,200,4,1,gagal,sukses
52,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,206,1,1,gagal,belum
36,buruh,lajang,lulus SMA,tidak,tidak ada,HP,339,1,1,sukses,sukses
31,mahasiswa,lajang,lulus universitas,tidak,tidak ada,HP,608,3,2,sukses,sukses
39,pelayan,menikah,lulus SMA,ya,tidak ada,HP,328,2,3,sukses,sukses
20,mahasiswa,lajang,tidak lulus SD,ya,tidak ada,HP,131,1,1,gagal,sukses
35,karyawan,menikah,lulus SMA,ya,ada,HP,313,4,2,gagal,belum
33,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,100,1,1,gagal,belum
26,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,242,1,5,sukses,sukses
59,pensiunan,menikah,lulus SMA,ya,tidak ada,HP,85,1,1,gagal,belum
34,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,11,6,1,gagal,belum
46,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,91,1,1,gagal,belum
33,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,205,1,1,gagal,belum
83,PRT,cerai,tidak lulus SD,ya,ada,HP,257,1,3,gagal,belum
32,teknisi,menikah,lulus universitas,tidak,tidak ada,HP,132,3,1,gagal,belum
37,pelayan,menikah,lulus SMA,ya,tidak ada,HP,81,2,1,gagal,belum
35,administrasi,cerai,lulus universitas,ya,tidak ada,HP,28,3,1,gagal,belum
52,pelayan,cerai,lulus SMA,ya,ada,HP,652,2,1,gagal,sukses
24,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,190,1,1,gagal,belum
33,teknisi,menikah,lulus universitas,ya,tidak ada,HP,101,4,2,gagal,belum
61,freelance,cerai,lulus universitas,tidak,tidak ada,HP,102,2,1,gagal,belum
49,administrasi,menikah,lulus universitas,ya,tidak ada,HP,464,2,1,gagal,sukses
32,teknisi,menikah,lulus diploma,ya,ada,telepon rumah,196,3,1,gagal,belum
38,administrasi,menikah,lulus SMA,tidak,tidak ada,telepon rumah,5,1,1,gagal,belum
33,pelayan,menikah,lulus SMA,ya,ada,HP,323,2,1,gagal,belum
62,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,152,1,1,sukses,belum
29,administrasi,menikah,lulus SMA,ya,tidak ada,HP,106,1,1,gagal,belum
61,karyawan,menikah,lulus universitas,ya,tidak ada,HP,336,2,1,gagal,sukses
48,buruh,menikah,lulus SMP,ya,tidak ada,HP,1032,3,2,gagal,sukses
36,administrasi,lajang,lulus universitas,tidak,tidak ada,telepon rumah,168,5,1,gagal,belum
44,wiraswasta,menikah,lulus universitas,tidak,ada,HP,67,2,1,gagal,belum
33,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,206,2,1,gagal,belum
40,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,269,1,1,gagal,belum
51,PRT,menikah,tidak lulus SD,tidak,tidak ada,HP,130,2,2,gagal,belum
32,buruh,menikah,lulus diploma,ya,tidak ada,HP,73,2,1,gagal,belum
32,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,311,1,1,sukses,sukses
80,pensiunan,menikah,lulus diploma,ya,tidak ada,HP,411,1,1,gagal,sukses
37,teknisi,menikah,lulus universitas,ya,tidak ada,HP,364,1,1,gagal,sukses
33,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,210,2,1,gagal,belum
34,administrasi,menikah,lulus SMA,ya,tidak ada,telepon rumah,58,2,1,gagal,belum
34,administrasi,cerai,lulus universitas,tidak,ada,HP,473,1,1,gagal,belum
45,PRT,menikah,lulus SD,ya,tidak ada,HP,236,1,1,gagal,belum
32,administrasi,menikah,lulus SMA,ya,ada,HP,218,1,1,gagal,belum
39,buruh,menikah,lulus SD,tidak,tidak ada,HP,320,2,1,sukses,sukses
36,buruh,menikah,lulus SMP,ya,tidak ada,HP,320,1,2,gagal,belum
36,teknisi,lajang,lulus SMA,ya,tidak ada,HP,243,1,1,gagal,belum
49,pengangguran,lajang,lulus SMA,ya,tidak ada,telepon rumah,136,2,1,gagal,belum
25,buruh,lajang,lulus SMA,ya,tidak ada,HP,262,1,1,gagal,belum
29,administrasi,cerai,lulus universitas,ya,tidak ada,HP,241,2,1,gagal,belum
32,administrasi,menikah,lulus SMA,ya,tidak ada,HP,132,1,1,gagal,belum
51,administrasi,cerai,lulus SMA,ya,tidak ada,HP,133,1,1,gagal,belum
45,buruh,menikah,lulus SMP,tidak,tidak ada,HP,99,3,1,gagal,belum
28,mahasiswa,lajang,lulus SMA,ya,ada,HP,154,1,2,gagal,belum
36,administrasi,menikah,lulus universitas,ya,ada,HP,220,2,1,gagal,belum
46,wiraswasta,menikah,lulus universitas,ya,ada,HP,78,2,1,gagal,belum
43,teknisi,menikah,lulus SMA,ya,ada,HP,167,1,2,sukses,belum
39,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,174,1,1,gagal,belum
34,teknisi,cerai,lulus diploma,ya,tidak ada,HP,122,1,1,gagal,belum
39,wiraswasta,menikah,lulus SD,ya,tidak ada,HP,265,2,1,sukses,sukses
50,administrasi,cerai,lulus universitas,ya,tidak ada,HP,72,3,2,sukses,belum
22,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,699,2,1,gagal,belum
33,administrasi,lajang,lulus SMA,ya,tidak ada,HP,182,2,1,gagal,sukses
75,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,1020,3,3,gagal,belum
52,administrasi,menikah,lulus diploma,ya,ada,HP,287,2,1,sukses,sukses
48,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,62,1,1,sukses,belum
54,administrasi,menikah,lulus universitas,ya,tidak ada,HP,72,2,1,gagal,belum
70,pensiunan,cerai,lulus SMA,ya,tidak ada,telepon rumah,283,2,2,sukses,sukses
42,teknisi,cerai,lulus SD,ya,tidak ada,HP,221,1,2,gagal,belum
38,administrasi,menikah,lulus SMA,ya,tidak ada,HP,136,1,1,gagal,belum
51,teknisi,cerai,lulus diploma,ya,tidak ada,HP,314,1,1,gagal,belum
50,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,139,1,1,gagal,belum
62,pengangguran,menikah,lulus SMA,ya,tidak ada,HP,250,1,1,gagal,belum
34,karyawan,menikah,lulus universitas,ya,tidak ada,HP,87,1,1,sukses,belum
38,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,170,2,1,gagal,belum
48,wiraswasta,menikah,lulus universitas,tidak,tidak ada,HP,27,1,2,gagal,belum
41,buruh,cerai,tidak lulus SD,ya,tidak ada,HP,256,3,1,gagal,belum
40,teknisi,lajang,lulus diploma,ya,tidak ada,HP,250,1,1,gagal,belum
37,wiraswasta,lajang,lulus SMP,ya,tidak ada,HP,222,1,1,sukses,belum
69,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,93,1,1,gagal,belum
47,PRT,menikah,lulus SMP,ya,tidak ada,HP,155,1,1,gagal,belum
50,buruh,menikah,lulus SD,ya,tidak ada,HP,116,2,1,gagal,belum
44,teknisi,lajang,lulus diploma,ya,tidak ada,HP,75,1,1,gagal,belum
51,teknisi,menikah,lulus diploma,ya,tidak ada,HP,51,2,1,gagal,belum
39,administrasi,menikah,lulus universitas,ya,tidak ada,HP,206,1,1,gagal,belum
36,teknisi,menikah,lulus universitas,ya,tidak ada,HP,285,1,1,gagal,belum
77,karyawan,lajang,lulus SMP,tidak,tidak ada,HP,84,2,1,gagal,belum
27,teknisi,lajang,lulus SMP,tidak,ada,HP,701,1,1,sukses,sukses
43,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,1011,1,1,gagal,sukses
33,pelayan,menikah,lulus SMA,ya,tidak ada,HP,227,1,1,gagal,belum
55,buruh,cerai,tidak lulus SD,ya,ada,HP,163,1,1,gagal,belum
51,pelayan,menikah,lulus SMA,ya,tidak ada,HP,208,1,1,sukses,belum
43,buruh,menikah,lulus SD,ya,tidak ada,HP,372,1,1,gagal,belum
19,mahasiswa,lajang,lulus SMP,tidak,tidak ada,HP,120,1,1,sukses,belum
25,administrasi,menikah,lulus SMA,ya,tidak ada,HP,152,4,1,gagal,belum
41,administrasi,lajang,lulus SMA,tidak,tidak ada,telepon rumah,202,2,1,gagal,belum
34,buruh,cerai,lulus SMP,ya,tidak ada,HP,6,6,1,gagal,belum
32,freelance,menikah,lulus SD,ya,tidak ada,HP,1121,3,1,sukses,belum
33,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,410,1,1,gagal,sukses
36,teknisi,lajang,lulus universitas,ya,ada,HP,305,4,1,sukses,belum
45,administrasi,cerai,lulus diploma,ya,tidak ada,HP,239,2,1,gagal,belum
43,buruh,menikah,lulus SD,tidak,tidak ada,HP,99,2,1,gagal,belum
58,teknisi,cerai,lulus SMP,tidak,tidak ada,HP,128,1,1,gagal,belum
33,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,687,2,1,gagal,belum
36,wiraswasta,menikah,lulus SMA,tidak,tidak ada,HP,179,1,1,gagal,belum
51,teknisi,menikah,lulus SMA,tidak,tidak ada,HP,284,1,3,sukses,sukses
42,teknisi,menikah,lulus diploma,ya,ada,HP,509,1,1,sukses,sukses
34,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,230,1,1,gagal,belum
36,teknisi,menikah,lulus universitas,ya,tidak ada,HP,328,1,1,gagal,sukses
46,teknisi,menikah,lulus diploma,ya,ada,HP,144,2,1,gagal,belum
19,mahasiswa,lajang,lulus SD,ya,tidak ada,HP,313,1,2,sukses,sukses
54,karyawan,menikah,lulus universitas,tidak,tidak ada,HP,169,1,1,gagal,belum
30,buruh,menikah,lulus SMP,tidak,tidak ada,HP,155,1,1,gagal,belum
32,administrasi,menikah,lulus universitas,ya,tidak ada,HP,242,3,1,gagal,belum
60,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,181,3,1,sukses,sukses
34,pelayan,lajang,lulus SMA,tidak,tidak ada,HP,155,1,1,gagal,belum
39,buruh,menikah,lulus SMA,tidak,tidak ada,HP,207,2,1,gagal,belum
32,buruh,menikah,lulus SD,tidak,tidak ada,telepon rumah,630,3,1,gagal,belum
41,administrasi,menikah,lulus universitas,ya,tidak ada,HP,181,1,1,gagal,belum
35,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,391,5,1,sukses,sukses
38,administrasi,cerai,lulus SMA,tidak,tidak ada,HP,65,1,1,gagal,belum
42,administrasi,cerai,lulus universitas,tidak,tidak ada,HP,678,1,1,sukses,sukses
47,pelayan,menikah,lulus SMA,ya,tidak ada,HP,377,1,1,gagal,belum
34,freelance,menikah,lulus SMA,ya,tidak ada,HP,107,1,1,gagal,belum
41,pelayan,cerai,lulus SMA,ya,tidak ada,HP,380,4,1,gagal,belum
46,karyawan,cerai,lulus diploma,tidak,tidak ada,HP,159,2,1,gagal,belum
41,administrasi,menikah,lulus universitas,tidak,tidak ada,HP,392,1,1,gagal,belum
58,pensiunan,menikah,lulus SMA,tidak,tidak ada,HP,127,1,1,gagal,belum
43,karyawan,menikah,lulus universitas,ya,tidak ada,HP,124,1,1,gagal,belum
49,administrasi,menikah,lulus SMA,ya,tidak ada,HP,668,1,1,gagal,sukses
30,mahasiswa,lajang,lulus diploma,ya,tidak ada,HP,334,4,2,gagal,sukses
34,buruh,menikah,lulus SD,tidak,ada,telepon rumah,137,1,1,gagal,belum
51,pelayan,cerai,lulus SMA,ya,tidak ada,HP,295,1,1,gagal,belum
37,administrasi,lajang,lulus SMA,ya,tidak ada,HP,326,5,2,gagal,sukses
42,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,124,2,1,gagal,belum
54,pelayan,cerai,lulus SMA,tidak,tidak ada,HP,268,1,1,gagal,belum
61,administrasi,menikah,lulus SMA,ya,tidak ada,HP,300,1,5,gagal,sukses
30,wiraswasta,cerai,lulus SD,tidak,ada,HP,149,1,1,gagal,belum
82,pensiunan,menikah,lulus universitas,tidak,tidak ada,HP,81,3,4,sukses,belum
24,teknisi,menikah,lulus universitas,ya,ada,HP,89,2,1,sukses,sukses
31,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,163,2,1,gagal,belum
37,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,84,1,1,gagal,belum
50,buruh,menikah,tidak lulus SD,tidak,tidak ada,HP,123,2,1,sukses,belum
26,freelance,lajang,lulus universitas,tidak,tidak ada,HP,161,1,1,sukses,belum
40,teknisi,lajang,lulus universitas,tidak,tidak ada,telepon rumah,430,2,1,gagal,belum
32,administrasi,menikah,lulus universitas,ya,ada,HP,102,4,2,gagal,belum
35,administrasi,lajang,lulus SMA,ya,ada,HP,200,4,1,gagal,belum
36,buruh,menikah,lulus SMP,ya,tidak ada,HP,180,2,2,gagal,belum
29,administrasi,lajang,lulus SMA,ya,tidak ada,telepon rumah,32,2,1,gagal,belum
55,wiraswasta,menikah,lulus diploma,ya,tidak ada,HP,45,2,1,gagal,belum
36,administrasi,menikah,lulus SD,ya,ada,HP,183,1,1,gagal,belum
31,administrasi,lajang,lulus universitas,tidak,ada,HP,212,2,6,sukses,belum
56,administrasi,lajang,lulus universitas,tidak,ada,HP,158,1,1,gagal,belum
27,administrasi,lajang,lulus SMA,ya,tidak ada,telepon rumah,193,1,1,gagal,belum
46,buruh,menikah,lulus SMP,ya,tidak ada,telepon rumah,125,3,1,gagal,belum
30,pelayan,lajang,lulus SMA,ya,tidak ada,HP,213,2,1,gagal,belum
37,wiraswasta,menikah,lulus universitas,ya,tidak ada,HP,163,1,1,gagal,belum
76,pensiunan,menikah,tidak lulus SD,tidak,tidak ada,HP,61,1,1,gagal,belum
32,administrasi,menikah,lulus SMA,tidak,tidak ada,HP,104,1,1,gagal,belum
44,buruh,cerai,tidak lulus SD,ya,tidak ada,HP,16,3,1,gagal,belum
55,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,113,1,1,gagal,belum
84,pensiunan,cerai,tidak lulus SD,tidak,tidak ada,HP,220,2,2,gagal,belum
34,pelayan,menikah,lulus universitas,tidak,tidak ada,HP,70,1,1,gagal,belum
37,karyawan,lajang,lulus universitas,ya,tidak ada,HP,42,1,1,gagal,belum
39,administrasi,menikah,lulus SMA,ya,tidak ada,HP,110,3,1,gagal,belum
41,pelayan,lajang,lulus universitas,ya,tidak ada,HP,142,1,2,sukses,sukses
42,teknisi,menikah,lulus SD,tidak,tidak ada,HP,166,2,1,gagal,belum
48,buruh,menikah,lulus diploma,tidak,tidak ada,HP,146,2,2,gagal,belum
54,teknisi,menikah,lulus SMP,tidak,tidak ada,HP,293,3,2,gagal,sukses
34,administrasi,lajang,lulus universitas,ya,tidak ada,HP,36,1,1,gagal,belum
40,pelayan,menikah,lulus SMA,ya,tidak ada,telepon rumah,144,1,1,gagal,sukses
33,freelance,lajang,lulus SMA,ya,tidak ada,HP,337,1,1,gagal,belum
39,teknisi,menikah,lulus universitas,tidak,ada,HP,434,2,1,gagal,sukses
31,administrasi,lajang,lulus universitas,ya,tidak ada,HP,157,1,1,gagal,belum
30,administrasi,cerai,lulus SMA,ya,tidak ada,HP,422,1,1,gagal,belum
38,teknisi,lajang,lulus SMA,tidak,tidak ada,HP,154,3,3,gagal,belum
24,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,452,1,1,sukses,sukses
32,administrasi,menikah,lulus universitas,ya,tidak ada,HP,78,1,1,gagal,belum
51,pengangguran,cerai,lulus universitas,ya,tidak ada,HP,120,2,1,gagal,belum
35,buruh,lajang,lulus SMA,tidak,tidak ada,HP,622,1,1,sukses,belum
34,wiraswasta,menikah,lulus SMA,ya,ada,HP,97,1,1,gagal,belum
82,pensiunan,cerai,tidak lulus SD,ya,tidak ada,HP,143,2,1,gagal,sukses
63,karyawan,menikah,tidak lulus SD,ya,tidak ada,HP,131,4,2,gagal,sukses
76,pensiunan,lajang,tidak lulus SD,tidak,tidak ada,HP,347,4,1,sukses,sukses
25,buruh,lajang,lulus SMP,tidak,tidak ada,HP,72,2,1,gagal,belum
47,buruh,menikah,lulus SMP,ya,tidak ada,HP,88,1,1,gagal,belum
39,pengangguran,menikah,lulus SMP,tidak,ada,HP,530,1,1,gagal,belum
42,pelayan,menikah,lulus SMP,ya,tidak ada,HP,152,1,1,gagal,belum
29,teknisi,menikah,lulus diploma,tidak,tidak ada,HP,179,1,1,gagal,belum
34,teknisi,menikah,lulus diploma,ya,tidak ada,HP,211,2,2,sukses,belum
33,buruh,lajang,tidak lulus SD,tidak,ada,HP,328,2,1,gagal,belum
28,teknisi,lajang,lulus universitas,ya,tidak ada,HP,73,1,1,gagal,belum
36,administrasi,lajang,lulus SD,ya,tidak ada,HP,402,2,1,gagal,belum
54,buruh,menikah,tidak lulus SD,ya,tidak ada,HP,252,2,1,gagal,belum
61,pensiunan,menikah,tidak lulus SD,ya,tidak ada,HP,245,4,1,gagal,sukses
30,mahasiswa,lajang,lulus SMA,tidak,tidak ada,HP,268,5,2,gagal,sukses
39,teknisi,menikah,lulus diploma,ya,tidak ada,HP,381,1,1,gagal,sukses
46,pelayan,lajang,tidak lulus SD,tidak,tidak ada,HP,191,3,1,sukses,belum
32,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,184,1,3,gagal,belum
35,administrasi,menikah,lulus SMA,ya,tidak ada,HP,194,1,1,sukses,sukses
45,pelayan,menikah,lulus diploma,tidak,tidak ada,HP,329,1,1,gagal,belum
59,teknisi,menikah,lulus universitas,ya,tidak ada,HP,511,3,1,gagal,sukses
56,pelayan,menikah,lulus SMA,ya,tidak ada,HP,427,2,1,gagal,belum
38,buruh,lajang,lulus SMA,tidak,tidak ada,HP,141,1,1,gagal,sukses
33,administrasi,lajang,lulus universitas,ya,tidak ada,HP,759,1,3,sukses,sukses
74,pensiunan,menikah,lulus diploma,ya,tidak ada,HP,239,3,1,gagal,belum
41,buruh,menikah,lulus SMA,ya,tidak ada,HP,53,1,1,gagal,belum
42,pelayan,menikah,lulus SMA,tidak,tidak ada,HP,551,1,1,gagal,sukses
25,administrasi,lajang,lulus SMA,tidak,tidak ada,HP,682,3,1,gagal,sukses
32,administrasi,lajang,lulus universitas,ya,tidak ada,HP,157,4,1,gagal,belum
29,teknisi,lajang,lulus diploma,tidak,tidak ada,HP,530,1,1,gagal,sukses
30,wiraswasta,lajang,lulus universitas,ya,tidak ada,HP,531,1,1,gagal,sukses
34,karyawan,lajang,lulus SMA,ya,ada,HP,201,2,1,sukses,belum
57,pelayan,menikah,lulus SMA,ya,tidak ada,HP,76,7,2,sukses,belum
70,pensiunan,menikah,lulus diploma,tidak,tidak ada,HP,585,1,3,sukses,sukses
32,karyawan,lajang,lulus universitas,tidak,tidak ada,HP,221,4,1,sukses,belum
29,administrasi,lajang,lulus universitas,tidak,tidak ada,HP,245,6,1,gagal,belum
29,karyawan,menikah,lulus universitas,ya,tidak ada,HP,281,4,1,gagal,sukses
